transaction_id,date,product_sku,product_name,category,brand,store_id,store_name,region,channel,quantity,unit_price,sales_amount,cost_amount,discount_percent
TXN1305,2024-02-08,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,3,1299.99,3899.97,2940.0,0
TXN1306,2023-07-16,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,3,899.99,2294.97,1950.0,15
TXN1307,2024-03-21,SM-G990,Smartphone Galaxy,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,1,899.99,899.99,650.0,0
TXN1308,2024-03-15,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,1,989.99,841.49,750.0,15
TXN1309,2023-06-26,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,2,899.99,1799.98,1300.0,0
TXN1310,2024-05-27,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,2,699.99,1329.98,1040.0,5
TXN1311,2024-05-09,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,1,1299.99,1299.99,980.0,0
TXN1312,2023-11-26,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,2,699.99,1189.98,1040.0,15
TXN1313,2023-01-30,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,1,499.99,424.99,380.0,15
TXN1314,2023-07-03,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,PAR01,Paris Centre,Île-de-France,Mobile,1,699.99,699.99,520.0,0
TXN1315,2024-02-16,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Magasin,1,499.99,499.99,380.0,0
TXN1316,2024-03-21,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Mobile,1,499.99,474.99,380.0,5
TXN1317,2023-10-21,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,2,989.99,1979.98,1500.0,0
TXN1318,2023-03-05,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,3,899.99,2699.97,1950.0,0
TXN1319,2024-05-06,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Magasin,3,499.99,1499.97,1140.0,0
TXN1320,2023-07-26,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,1,499.99,474.99,380.0,5
TXN1321,2023-03-24,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,1,499.99,474.99,380.0,5
TXN1322,2023-02-16,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,2,1299.99,2339.98,1960.0,10
TXN1323,2023-08-30,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,2,899.99,1619.98,1300.0,10
TXN1324,2024-05-08,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,1,989.99,940.49,750.0,5
TXN1325,2023-12-27,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Web,2,989.99,1979.98,1500.0,0
TXN1326,2023-07-09,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,2,499.99,849.98,760.0,15
TXN1327,2024-01-23,IP-14-128,iPhone 14 128GB,Électronique,Apple,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,2,989.99,1781.98,1500.0,10
TXN1328,2024-03-04,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,1,699.99,629.99,520.0,10
TXN1329,2023-02-14,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,2,499.99,999.98,760.0,0
TXN1330,2023-04-14,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,2,699.99,1259.98,1040.0,10
TXN1331,2023-11-26,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,1,499.99,424.99,380.0,15
TXN1332,2023-12-06,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,3,699.99,1994.97,1560.0,5
TXN1333,2023-12-13,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,1,699.99,699.99,520.0,0
TXN1334,2023-03-06,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,1,989.99,890.99,750.0,10
TXN1335,2023-06-28,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,1,699.99,699.99,520.0,0
TXN1336,2023-07-25,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,1,699.99,699.99,520.0,0
TXN1337,2023-04-10,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,2,989.99,1880.98,1500.0,5
TXN1338,2024-06-05,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,3,989.99,2969.97,2250.0,0
TXN1339,2023-12-19,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,1,699.99,699.99,520.0,0
TXN1340,2023-02-19,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,3,699.99,1889.97,1560.0,10
TXN1341,2023-05-25,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,1,699.99,699.99,520.0,0
TXN1342,2023-11-17,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,PAR01,Paris Centre,Île-de-France,Web,1,699.99,664.99,520.0,5
TXN1343,2023-03-01,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,3,699.99,2099.97,1560.0,0
TXN1344,2024-06-15,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,2,1299.99,2599.98,1960.0,0
TXN1345,2023-10-08,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,1,499.99,499.99,380.0,0
TXN1346,2024-06-29,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,1,499.99,474.99,380.0,5
TXN1347,2024-06-03,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,PAR01,Paris Centre,Île-de-France,Magasin,1,699.99,664.99,520.0,5
TXN1348,2024-01-04,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,1,989.99,989.99,750.0,0
TXN1349,2024-03-07,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,2,1299.99,2599.98,1960.0,0
TXN1350,2023-11-21,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,989.99,1682.98,1500.0,15
TXN1351,2023-08-22,IP-14-128,iPhone 14 128GB,Électronique,Apple,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,2,989.99,1880.98,1500.0,5
TXN1352,2023-11-05,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,1,989.99,989.99,750.0,0
TXN1353,2023-12-30,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,2,989.99,1781.98,1500.0,10
TXN1354,2024-06-25,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,3,499.99,1274.97,1140.0,15
TXN1355,2023-12-12,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,1,499.99,499.99,380.0,0
TXN1356,2024-01-04,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,1,699.99,664.99,520.0,5
TXN1357,2023-10-30,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,3,699.99,1994.97,1560.0,5
TXN1358,2023-12-25,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,2,899.99,1619.98,1300.0,10
TXN1359,2023-12-26,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,1,699.99,699.99,520.0,0
TXN1360,2023-11-24,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,1,699.99,699.99,520.0,0
TXN1361,2024-04-04,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,3,899.99,2699.97,1950.0,0
TXN1362,2023-03-18,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,2,1299.99,2599.98,1960.0,0
TXN1363,2024-03-30,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,1,499.99,499.99,380.0,0
TXN1364,2023-08-10,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,1,989.99,989.99,750.0,0
TXN1365,2023-03-19,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,2,899.99,1799.98,1300.0,0
TXN1366,2024-03-05,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,2,989.99,1979.98,1500.0,0
TXN1367,2024-04-18,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,1,699.99,594.99,520.0,15
TXN1368,2024-02-20,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,1,499.99,499.99,380.0,0
TXN1369,2023-01-23,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Magasin,2,899.99,1619.98,1300.0,10
TXN1370,2023-05-11,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Web,1,989.99,841.49,750.0,15
TXN1371,2024-01-23,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,1,499.99,474.99,380.0,5
TXN1372,2023-09-14,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Mobile,3,499.99,1499.97,1140.0,0
TXN1373,2024-03-22,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Web,2,989.99,1781.98,1500.0,10
TXN1374,2024-02-20,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,2,1299.99,2599.98,1960.0,0
TXN1375,2024-02-10,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,1,499.99,499.99,380.0,0
TXN1376,2023-08-24,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,2,1299.99,2469.98,1960.0,5
TXN1377,2024-06-08,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,1,1299.99,1299.99,980.0,0
TXN1378,2023-07-22,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,3,899.99,2699.97,1950.0,0
TXN1379,2024-01-02,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,2,899.99,1799.98,1300.0,0
TXN1380,2023-03-27,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,3,989.99,2524.47,2250.0,15
TXN1381,2024-04-13,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,1,989.99,989.99,750.0,0
TXN1382,2023-04-29,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Magasin,2,899.99,1799.98,1300.0,0
TXN1383,2023-08-28,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,2,899.99,1619.98,1300.0,10
TXN1384,2023-04-19,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,PAR01,Paris Centre,Île-de-France,Web,2,699.99,1399.98,1040.0,0
TXN1385,2023-07-21,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,PAR01,Paris Centre,Île-de-France,Mobile,2,699.99,1189.98,1040.0,15
TXN1386,2023-08-10,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Web,1,989.99,989.99,750.0,0
TXN1387,2024-04-20,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,3,1299.99,3509.97,2940.0,10
TXN1388,2023-12-27,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Mobile,2,989.99,1880.98,1500.0,5
TXN1389,2023-11-13,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Mobile,1,499.99,499.99,380.0,0
TXN1390,2023-11-10,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,1,899.99,899.99,650.0,0
TXN1391,2023-04-02,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,1,989.99,890.99,750.0,10
TXN1392,2023-01-25,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,2,989.99,1880.98,1500.0,5
TXN1393,2023-04-14,SM-G990,Smartphone Galaxy,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,1,899.99,899.99,650.0,0
TXN1394,2023-05-20,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Mobile,1,989.99,940.49,750.0,5
TXN1395,2023-10-30,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,2,699.99,1189.98,1040.0,15
TXN1396,2023-06-26,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,2,989.99,1979.98,1500.0,0
TXN1397,2023-04-25,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,1299.99,2469.98,1960.0,5
TXN1398,2024-02-11,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,1,989.99,989.99,750.0,0
TXN1399,2023-12-27,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,3,1299.99,3899.97,2940.0,0
TXN1400,2023-10-10,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,2,699.99,1399.98,1040.0,0
TXN1401,2023-05-31,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Mobile,2,899.99,1799.98,1300.0,0
TXN1402,2023-06-12,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,1,699.99,664.99,520.0,5
TXN1403,2023-09-17,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,1,899.99,809.99,650.0,10
TXN1404,2024-01-15,IP-14-128,iPhone 14 128GB,Électronique,Apple,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,3,989.99,2672.97,2250.0,10
TXN1405,2023-03-25,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,1,899.99,764.99,650.0,15
TXN1406,2024-03-14,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,2,1299.99,2599.98,1960.0,0
TXN1407,2023-08-20,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,3,499.99,1274.97,1140.0,15
TXN1408,2023-12-11,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,3,699.99,1994.97,1560.0,5
TXN1409,2024-03-16,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,2,499.99,999.98,760.0,0
TXN1410,2023-05-03,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,2,1299.99,2599.98,1960.0,0
TXN1411,2023-11-20,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,2,1299.99,2339.98,1960.0,10
TXN1412,2023-12-04,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Mobile,3,989.99,2524.47,2250.0,15
TXN1413,2023-01-05,TAB-S7,Tablette S7,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,2,499.99,999.98,760.0,0
TXN1414,2023-10-28,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,PAR01,Paris Centre,Île-de-France,Mobile,1,1299.99,1234.99,980.0,5
TXN1415,2023-06-23,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,2,699.99,1259.98,1040.0,10
TXN1416,2023-06-11,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Web,2,989.99,1979.98,1500.0,0
TXN1417,2023-12-30,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,899.99,1799.98,1300.0,0
TXN1418,2023-07-26,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,2,699.99,1259.98,1040.0,10
TXN1419,2023-05-06,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,3,699.99,1889.97,1560.0,10
TXN1420,2024-05-01,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,3,1299.99,3314.97,2940.0,15
TXN1421,2024-03-22,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,3,989.99,2821.47,2250.0,5
TXN1422,2023-10-30,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,PAR01,Paris Centre,Île-de-France,Web,1,699.99,699.99,520.0,0
TXN1423,2023-09-13,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,1,499.99,474.99,380.0,5
TXN1424,2023-11-02,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,2,989.99,1979.98,1500.0,0
TXN1425,2023-09-06,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,3,499.99,1274.97,1140.0,15
TXN1426,2023-09-27,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,2,1299.99,2599.98,1960.0,0
TXN1427,2023-07-25,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Web,1,989.99,989.99,750.0,0
TXN1428,2023-05-19,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,PAR01,Paris Centre,Île-de-France,Mobile,2,1299.99,2339.98,1960.0,10
TXN1429,2023-12-01,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,699.99,1399.98,1040.0,0
TXN1430,2023-03-03,SM-G990,Smartphone Galaxy,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,2,899.99,1799.98,1300.0,0
TXN1431,2023-08-01,IP-14-128,iPhone 14 128GB,Électronique,Apple,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,3,989.99,2969.97,2250.0,0
TXN1432,2024-06-13,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,3,1299.99,3899.97,2940.0,0
TXN1433,2023-10-28,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,1,499.99,499.99,380.0,0
TXN1434,2023-02-09,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,3,699.99,2099.97,1560.0,0
TXN1435,2023-03-05,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,3,699.99,2099.97,1560.0,0
TXN1436,2024-06-04,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,PAR01,Paris Centre,Île-de-France,Web,3,699.99,2099.97,1560.0,0
TXN1437,2023-11-27,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,3,1299.99,3509.97,2940.0,10
TXN1438,2023-09-03,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,2,899.99,1799.98,1300.0,0
TXN1439,2024-03-09,TAB-S7,Tablette S7,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,2,499.99,949.98,760.0,5
TXN1440,2023-02-03,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,3,989.99,2969.97,2250.0,0
TXN1441,2023-12-20,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Web,3,989.99,2969.97,2250.0,0
TXN1442,2023-09-19,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,3,989.99,2672.97,2250.0,10
TXN1443,2023-01-04,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,2,989.99,1979.98,1500.0,0
TXN1444,2024-04-01,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,2,1299.99,2599.98,1960.0,0
TXN1445,2023-07-05,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,3,989.99,2672.97,2250.0,10
TXN1446,2024-03-01,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,1,899.99,899.99,650.0,0
TXN1447,2024-06-11,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,3,499.99,1424.97,1140.0,5
TXN1448,2023-10-13,TAB-S7,Tablette S7,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,3,499.99,1499.97,1140.0,0
TXN1449,2023-10-09,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,1,989.99,890.99,750.0,10
TXN1450,2023-05-13,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,3,1299.99,3899.97,2940.0,0
TXN1451,2024-06-17,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Web,3,989.99,2969.97,2250.0,0
TXN1452,2023-07-11,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,3,699.99,1994.97,1560.0,5
TXN1453,2023-02-21,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,2,1299.99,2469.98,1960.0,5
TXN1454,2024-03-11,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,2,899.99,1709.98,1300.0,5
TXN1455,2023-05-26,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,3,499.99,1499.97,1140.0,0
TXN1456,2024-01-25,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,2,1299.99,2599.98,1960.0,0
